code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
17-2111.02,Fire-Prevention and Protection Engineers,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards.",4.0,6.0,4.23,2.73,1.15,3.77,1.35,False,False,115160.0,68420.0,171250.0,55.37,21450.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.",4.0,6.0,4.53,3.01,1.18,3.87,1.02,False,False,102440.0,74370.0,159860.0,49.25,365740.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2112.01,Human Factors Engineers and Ergonomists,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology.",5.0,8.0,3.95,3.47,1.3,3.4,1.45,False,False,102440.0,74370.0,159860.0,49.25,365740.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2112.02,Validation Engineers,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements.",4.0,6.0,4.1,3.35,1.1,3.35,1.26,False,False,102440.0,74370.0,159860.0,49.25,365740.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}]",
17-2112.03,Manufacturing Engineers,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs.",4.0,6.0,4.23,3.23,1.54,2.35,1.23,False,False,102440.0,74370.0,159860.0,49.25,365740.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2121.00,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",4.0,6.0,3.95,3.22,1.24,3.28,1.71,False,False,112230.0,83010.0,173330.0,53.96,8250.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
17-2131.00,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",4.0,6.0,3.86,2.86,1.1,3.05,1.24,False,False,112860.0,72300.0,175720.0,54.26,22770.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
17-2141.00,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",4.0,6.0,4.73,2.91,1.05,3.16,1.12,False,False,104110.0,73990.0,164340.0,50.05,296810.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
17-2141.01,Fuel Cell Engineers,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications.",4.0,6.0,3.86,3.05,1.0,2.55,1.05,False,False,104110.0,73990.0,164340.0,50.05,296810.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2141.02,Automotive Engineers,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components.",4.0,6.0,3.86,3.14,1.45,3.14,1.1,False,False,104110.0,73990.0,164340.0,50.05,296810.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs.",4.0,6.0,3.95,2.91,1.18,2.63,1.16,False,False,106220.0,67490.0,169990.0,51.07,6080.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2161.00,Nuclear Engineers,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.",4.0,6.0,3.67,2.75,1.33,2.43,1.24,False,False,133970.0,92960.0,196290.0,64.41,15280.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2171.00,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,4.0,6.0,4.54,2.15,1.21,3.21,1.12,False,False,144910.0,81440.0,253200.0,69.67,18060.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2199.00,"Engineers, All Other",All engineers not listed separately.,,,,,,,,,False,122930.0,66810.0,189950.0,59.1,154070.0,,
17-2199.03,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.",4.0,6.0,4.36,2.64,1.29,3.55,1.23,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.",4.0,6.0,3.76,2.81,1.09,3.02,1.04,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.",5.0,8.0,3.91,2.76,1.35,3.3,1.37,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.",4.0,6.0,4.35,2.87,1.26,2.78,1.26,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.3.b', 'name': 'Technology Design'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications.",4.0,6.0,3.97,3.2,1.14,3.0,1.28,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",5.0,11.0,3.9,3.24,1.0,3.14,1.24,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,4.0,6.0,3.69,2.52,1.05,2.99,1.25,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",4.0,6.0,4.11,3.18,1.29,3.54,1.61,False,False,122930.0,66810.0,189950.0,59.1,154070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
